,Train,Test
0,0.999131440846812,0.8349886624322066
1,0.9201886961335857,0.7712065558988503
2,0.9151066305540545,0.8797820004508506
3,0.9074387781825897,0.8622783870155013
4,0.9047435927186896,0.8928699295877368
5,0.9033578762071149,0.8863723761155239
6,0.9020616676998764,0.8976303820296235
7,0.9017964587981395,0.8949120178218609
8,0.900752198747551,0.8993277021203241
9,0.9007555138588227,0.8982005754975932
